foil,alpha,ncrit,conv,aero_conv,failure_mode,newton_iterations,wall_ms,CL,CD,OASPL,rescue_conv,rescue_conv_guarded
NACA 8-H-12 AIRFOIL.dat,4.0,9.0,1,1,,10,97.2,0.6243730427840674,0.00537455641389651,66.49749030725498,,
NACA 8-H-12 AIRFOIL.dat,6.0,9.0,1,1,,7,68.6,0.8657403193277674,0.006059535991849943,66.46953496051232,,
NACA 8-H-12 AIRFOIL.dat,8.0,9.0,1,1,,7,68.9,1.0722525338824644,0.009951145423077038,68.26853576140904,,
NACA M4 AIRFOIL.dat,-4.0,5.0,1,1,,6,78.1,-0.35556179836411866,0.008019993688612222,69.91766331763961,,
NACA M4 AIRFOIL.dat,-2.0,5.0,1,1,,38,291.2,-0.1377934314940327,0.006908027292040684,69.66735279644736,,
NACA M4 AIRFOIL.dat,0.0,5.0,1,1,,34,266.0,0.08191549017911695,0.006506603897205138,69.46819379407137,,
NACA M4 AIRFOIL.dat,2.0,5.0,1,1,,16,157.3,0.2783219959318508,0.004270247771697536,68.01908369429131,,
NACA M4 AIRFOIL.dat,4.0,5.0,1,1,,9,95.3,0.5254341016247684,0.006435235027985919,66.9159661025163,,
NACA M4 AIRFOIL.dat,6.0,5.0,1,1,,49,379.4,0.7568879784320933,0.008473481195499196,67.31392575418643,,
NACA M4 AIRFOIL.dat,8.0,5.0,1,1,,5,59.2,0.9713418519098219,0.010816735968624482,68.03759210882245,,
NACA M4 AIRFOIL.dat,-4.0,9.0,1,1,,15,131.9,-0.3532146545905536,0.007925302767058485,69.79377287957155,,
NACA M4 AIRFOIL.dat,-2.0,9.0,1,1,,18,150.8,-0.13646046248926194,0.006658957598556043,69.55049334176776,,
NACA M4 AIRFOIL.dat,0.0,9.0,1,1,,39,300.7,0.08308879399433994,0.006159342098170675,69.32404901676075,,
NACA M4 AIRFOIL.dat,2.0,9.0,1,1,,22,178.1,0.2978289989529329,0.004082390150002593,66.06485995111638,,
NACA M4 AIRFOIL.dat,4.0,9.0,1,1,,36,260.1,0.5770943641786346,0.0056737962972484395,67.28331372434461,,
NACA M4 AIRFOIL.dat,6.0,9.0,1,1,,49,364.4,0.7808134210368176,0.008496778468499007,67.46666726071054,,
NACA M4 AIRFOIL.dat,8.0,9.0,1,1,,5,58.8,0.9687738254519958,0.011343998993370156,68.20269779640026,,
NASA SC(2)-0012 AIRFOIL.dat,-4.0,5.0,0,0,diverged,100,508.1,,,,1,1
NASA SC(2)-0012 AIRFOIL.dat,-2.0,5.0,1,1,,11,106.6,-0.20122743693681408,0.00692133439241709,69.06903004398094,,
NASA SC(2)-0012 AIRFOIL.dat,0.0,5.0,1,1,,10,99.7,5.591267648635996e-09,0.006056757575233295,68.54304400412785,,
NASA SC(2)-0012 AIRFOIL.dat,2.0,5.0,1,1,,11,107.8,0.20122745037041712,0.006921334641279686,68.75910236697854,,
NASA SC(2)-0012 AIRFOIL.dat,4.0,5.0,0,0,diverged,100,456.5,,,,1,1
NASA SC(2)-0012 AIRFOIL.dat,6.0,5.0,1,1,,19,161.7,0.6392027485419304,0.009034917570200479,69.88324559747704,,
NASA SC(2)-0012 AIRFOIL.dat,8.0,5.0,1,1,,26,213.3,0.8499135828552095,0.010577318422659805,70.81500727913603,,
NASA SC(2)-0012 AIRFOIL.dat,-4.0,9.0,1,1,,42,325.2,-0.41996834178553266,0.007726562435797253,69.84668828031327,,
NASA SC(2)-0012 AIRFOIL.dat,-2.0,9.0,1,1,,11,105.5,-0.20762534610025563,0.006074318408681841,68.72523681868924,,
NASA SC(2)-0012 AIRFOIL.dat,0.0,9.0,1,1,,8,80.1,6.399897600696709e-09,0.004451546892555827,67.73578988852826,,
NASA SC(2)-0012 AIRFOIL.dat,2.0,9.0,1,1,,11,108.3,0.20762535900200677,0.0060743186908887,68.43425593935345,,
NASA SC(2)-0012 AIRFOIL.dat,4.0,9.0,1,1,,40,326.1,0.41996835690427115,0.007726563003065168,69.17540923599995,,
NASA SC(2)-0012 AIRFOIL.dat,6.0,9.0,1,1,,16,151.3,0.6364949374042684,0.008807827753168039,69.81352870503117,,
NASA SC(2)-0012 AIRFOIL.dat,8.0,9.0,1,1,,34,269.4,0.840998473865771,0.009968189208235048,70.69506296082541,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,-4.0,5.0,1,1,,7,92.9,-0.12768135809770595,0.007253650677063889,68.70758135726065,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,-2.0,5.0,1,1,,8,101.5,0.10142647295477539,0.006224201183707544,68.31150087291412,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,0.0,5.0,1,1,,16,140.1,0.3195236549943902,0.006256161423719769,69.0723871740417,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,2.0,5.0,1,1,,5,63.1,0.5416417501375208,0.007731331545508742,70.1029231229938,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,4.0,5.0,1,1,,10,107.3,0.766041350349018,0.008843582675585599,70.9767535507808,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,6.0,5.0,1,1,,35,296.2,0.9861378182453617,0.010123669675003581,72.01335324629157,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,8.0,5.0,1,1,,41,337.9,1.1996226636513259,0.011656059540290361,73.28895153743724,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,-4.0,9.0,1,1,,37,303.5,-0.12523578859413115,0.007062506281925173,68.69529792634381,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,-2.0,9.0,1,1,,20,164.4,0.10471181800158445,0.004651814984170046,67.89651387976645,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,0.0,9.0,1,1,,7,71.1,0.3374502550952588,0.004495188823295963,67.9668224744326,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,2.0,9.0,1,1,,32,253.5,0.5483005098878921,0.0069694783404692815,69.70718130329386,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,4.0,9.0,1,1,,37,287.5,0.7683921430338486,0.00856303570267886,70.86458740805722,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,6.0,9.0,1,1,,54,419.9,0.9872061764977378,0.009991113201578592,71.97392575206011,,
NASA-LANGLEY MS(1)-0313 AIRFOIL.dat,8.0,9.0,1,1,,57,436.0,1.2000208708104592,0.011596566021666518,73.27938751112153,,
OAF128 AIRFOIL.dat,-4.0,5.0,0,0,nan_lock,100,35.0,,,,0,0
OAF128 AIRFOIL.dat,-2.0,5.0,0,0,nan_lock,100,30.6,,,,0,0
OAF128 AIRFOIL.dat,0.0,5.0,0,0,nan_lock,100,32.7,,,,0,0
OAF128 AIRFOIL.dat,2.0,5.0,0,0,nan_lock,100,40.2,,,,0,0
OAF128 AIRFOIL.dat,4.0,5.0,0,0,nan_lock,100,33.3,,,,0,0
OAF128 AIRFOIL.dat,6.0,5.0,0,0,nan_lock,100,34.5,,,,0,0
OAF128 AIRFOIL.dat,8.0,5.0,0,0,nan_lock,100,45.0,,,,0,0
OAF128 AIRFOIL.dat,-4.0,9.0,0,0,nan_lock,100,30.9,,,,0,0
OAF128 AIRFOIL.dat,-2.0,9.0,0,0,nan_lock,100,30.1,,,,0,0
OAF128 AIRFOIL.dat,0.0,9.0,0,0,nan_lock,100,31.7,,,,0,0
OAF128 AIRFOIL.dat,2.0,9.0,0,0,nan_lock,100,34.7,,,,0,0
OAF128 AIRFOIL.dat,4.0,9.0,0,0,nan_lock,100,35.3,,,,0,0
OAF128 AIRFOIL.dat,6.0,9.0,0,0,nan_lock,100,32.0,,,,0,0
OAF128 AIRFOIL.dat,8.0,9.0,0,0,nan_lock,100,36.4,,,,0,0
RAE 103 AIRFOIL.dat,-4.0,5.0,1,1,,36,322.4,-0.4239407651744023,0.0076423909873099575,69.4546696158171,,
RAE 103 AIRFOIL.dat,-2.0,5.0,1,1,,24,195.3,-0.21088032065406634,0.006048808913727594,68.78638687087712,,
RAE 103 AIRFOIL.dat,0.0,5.0,1,1,,6,70.8,4.863506465830128e-09,0.004685273526958072,68.13933206071107,,
RAE 103 AIRFOIL.dat,2.0,5.0,1,1,,29,238.7,0.21088033227014236,0.0060488094919405825,68.50916792353028,,
RAE 103 AIRFOIL.dat,4.0,5.0,1,1,,36,279.2,0.42394079836334164,0.007642388080580188,68.816239969275,,
RAE 103 AIRFOIL.dat,6.0,5.0,0,0,transition_front_oscillation,100,425.5,,,,0,1
RAE 103 AIRFOIL.dat,8.0,5.0,1,1,,11,110.8,0.852961331848633,0.010740321076686373,68.91900227770282,,
RAE 103 AIRFOIL.dat,-4.0,9.0,0,0,transition_front_oscillation,100,461.8,,,,1,1
RAE 103 AIRFOIL.dat,-2.0,9.0,1,1,,37,280.8,-0.2196671958650246,0.004491053069126211,68.12613233758107,,
RAE 103 AIRFOIL.dat,0.0,9.0,1,1,,10,95.1,4.820557056067938e-09,0.004268766479341501,67.89908128592846,,
RAE 103 AIRFOIL.dat,2.0,9.0,1,1,,37,289.4,0.2196672049253991,0.0044910532130379805,67.88710081047303,,
RAE 103 AIRFOIL.dat,4.0,9.0,1,1,,42,330.3,0.4196465882054146,0.007101044629091084,68.5757190384245,,
RAE 103 AIRFOIL.dat,6.0,9.0,0,0,transition_front_oscillation,100,489.1,,,,1,1
RAE 103 AIRFOIL.dat,8.0,9.0,1,1,,10,99.1,0.8743565279874148,0.011773770358914446,69.10165919977696,,
RAF 69 AIRFOIL.dat,-4.0,5.0,1,1,,6,82.5,-0.24278875840434394,0.008141462836452907,69.80193393125188,,
RAF 69 AIRFOIL.dat,-2.0,5.0,1,1,,5,61.8,-0.028966277516579517,0.007503214114667626,69.18348037418424,,
RAF 69 AIRFOIL.dat,0.0,5.0,1,1,,5,61.6,0.18675261515926053,0.007271582291963705,69.36225612044768,,
RAF 69 AIRFOIL.dat,2.0,5.0,1,1,,6,69.9,0.40177510644829,0.007327749345274752,70.19413221909193,,
RAF 69 AIRFOIL.dat,4.0,5.0,1,1,,7,78.7,0.6112565428072652,0.007884781052553169,71.74244257322282,,
RAF 69 AIRFOIL.dat,6.0,5.0,1,1,,34,273.1,0.8109021211412246,0.008909006983100532,74.10837288304121,,
RAF 69 AIRFOIL.dat,8.0,5.0,1,1,,9,94.6,0.9812448863043342,0.010899054510669165,79.7386528859023,,
RAF 69 AIRFOIL.dat,-4.0,9.0,1,1,,17,181.2,-0.24661584971717887,0.007347765988023584,69.3975779763726,,
RAF 69 AIRFOIL.dat,-2.0,9.0,1,1,,7,83.8,-0.029632124456738906,0.006771450594693904,68.80110904785514,,
RAF 69 AIRFOIL.dat,0.0,9.0,1,1,,45,366.7,0.1880916911249275,0.006550388161764219,68.95793837622986,,
RAF 69 AIRFOIL.dat,2.0,9.0,1,1,,30,262.1,0.4045102895603945,0.006583398076946533,69.73911468917345,,
RAF 69 AIRFOIL.dat,4.0,9.0,1,1,,8,83.2,0.6180480492933287,0.007026817944652932,71.12263194975374,,
RAF 69 AIRFOIL.dat,6.0,9.0,1,1,,8,81.4,0.8268392679211669,0.007827594196580776,73.08270193763215,,
RAF 69 AIRFOIL.dat,8.0,9.0,1,1,,21,171.3,1.009313725497786,0.00939233663904022,76.3849680197172,,
S2027.dat,-4.0,5.0,1,1,,5,71.4,-0.15673311515509616,0.00796093055336739,68.9619306493598,,
S2027.dat,-2.0,5.0,1,1,,6,71.5,0.07164307836034732,0.006801079453558064,68.76564035910377,,
S2027.dat,0.0,5.0,1,1,,5,62.0,0.30101116580001286,0.006067844473374884,68.58028275998348,,
S2027.dat,2.0,5.0,1,1,,18,148.5,0.5321783322040917,0.006332181223844333,68.71433250719267,,
S2027.dat,4.0,5.0,1,1,,7,77.3,0.7612799863830476,0.006980796301743911,69.14881617115556,,
S2027.dat,6.0,5.0,1,1,,6,68.5,0.9857477397809852,0.007951974185571075,69.9605474492817,,
S2027.dat,8.0,5.0,1,1,,26,200.4,1.1815093175533613,0.010734605611208464,72.32223126436541,,
S2027.dat,-4.0,9.0,1,1,,23,183.5,-0.15595086560132668,0.007394765365909934,68.78897173208347,,
S2027.dat,-2.0,9.0,1,1,,25,194.0,0.07078954893687875,0.005805307926245805,68.45063892638254,,
S2027.dat,0.0,9.0,1,1,,22,172.5,0.30213459124648756,0.005466129096041828,68.29246773598014,,
S2027.dat,2.0,9.0,1,1,,25,196.1,0.5343669442004226,0.005760503587286934,68.41735389641853,,
S2027.dat,4.0,9.0,1,1,,26,202.0,0.7640259206368362,0.006295847946636289,68.76856969849419,,
S2027.dat,6.0,9.0,1,1,,28,212.3,0.985517351252355,0.007013455837857753,69.29071204875672,,
S2027.dat,8.0,9.0,0,0,transition_front_oscillation,100,417.5,,,,1,1
S4083 (8%).dat,-4.0,5.0,1,1,,7,83.2,-0.009787537915240787,0.007759895416011688,70.18849955274678,,
S4083 (8%).dat,-2.0,5.0,1,1,,41,311.0,0.20723823977929395,0.007276384419640924,70.2149480157342,,
S4083 (8%).dat,0.0,5.0,1,1,,7,85.1,0.42561807187223166,0.0068195935094413,69.98126634909929,,
S4083 (8%).dat,2.0,5.0,1,1,,6,72.4,0.6412315638473172,0.006290912085155498,69.34253746445503,,
S4083 (8%).dat,4.0,5.0,1,1,,31,242.2,0.8612090886738711,0.00652158933512384,67.98772286799777,,
S4083 (8%).dat,6.0,5.0,0,0,transition_front_oscillation,100,437.0,,,,1,1
S4083 (8%).dat,8.0,5.0,0,0,no_convergence,100,414.3,,,,1,1
S4083 (8%).dat,-4.0,9.0,1,1,,7,81.2,0.009584165152271807,0.006902310114410462,69.56290858140483,,
S4083 (8%).dat,-2.0,9.0,1,1,,9,100.5,0.21214949269738448,0.006802045505663582,69.99713490235311,,
S4083 (8%).dat,0.0,9.0,1,1,,30,245.8,0.4265543423521087,0.005989452158283401,69.59465766347124,,
S4083 (8%).dat,2.0,9.0,1,1,,26,221.7,0.6495567146150049,0.005269482475231192,67.67187554426461,,
S4083 (8%).dat,4.0,9.0,1,1,,30,247.8,0.865129044867231,0.0061037312969257716,67.87013341661402,,
S4083 (8%).dat,6.0,9.0,1,1,,59,457.2,1.0726235275477547,0.007872436299656463,68.28254414108028,,
S4083 (8%).dat,8.0,9.0,1,1,,12,108.3,1.2592062616454078,0.012136885761474203,69.4990617390175,,
S9033 (7.5%).dat,-4.0,5.0,1,1,,34,294.0,-0.4333197723273047,0.0065138981704831326,72.3252076064414,,
S9033 (7.5%).dat,-2.0,5.0,1,1,,7,83.4,-0.22125087676353247,0.006491844055635143,69.43413656974604,,
S9033 (7.5%).dat,0.0,5.0,1,1,,4,58.7,6.82774155968827e-09,0.0064092069976758445,69.47146494986698,,
S9033 (7.5%).dat,2.0,5.0,1,1,,7,79.1,0.22125089069863857,0.006491844113732985,69.17162009154532,,
S9033 (7.5%).dat,4.0,5.0,1,1,,34,273.9,0.4333197891353906,0.006513898417311612,71.83474751658005,,
S9033 (7.5%).dat,6.0,5.0,1,1,,40,288.7,0.6670088804848232,0.008012837527306844,67.16130153444949,,
S9033 (7.5%).dat,8.0,5.0,0,0,diverged,100,430.9,,,,1,1
S9033 (7.5%).dat,-4.0,9.0,1,1,,38,304.0,-0.45427159297116565,0.006304255224010285,67.80870443342852,,
S9033 (7.5%).dat,-2.0,9.0,1,1,,9,94.4,-0.21441839040661043,0.005127705004063079,68.5927162893305,,
S9033 (7.5%).dat,0.0,9.0,1,1,,5,64.7,6.7873138891454306e-09,0.005131580533240194,68.86664382876054,,
S9033 (7.5%).dat,2.0,9.0,1,1,,9,95.3,0.21441840223304687,0.005127705016662422,68.33270726307667,,
S9033 (7.5%).dat,4.0,9.0,1,1,,52,405.5,0.4542716037759997,0.00630425589024413,67.15872932727767,,
S9033 (7.5%).dat,6.0,9.0,1,1,,10,100.9,0.6675539311781885,0.007910504759200366,67.15342434805616,,
S9033 (7.5%).dat,8.0,9.0,1,1,,7,75.0,0.8816141093021707,0.010104846244971755,67.26652072109901,,
SD6080 (9.2%).dat,-4.0,5.0,1,1,,39,368.1,-0.06679055819740722,0.007344819776782152,69.46190820125071,,
SD6080 (9.2%).dat,-2.0,5.0,1,1,,7,82.9,0.16066713795582832,0.006633010278416241,69.35744292664236,,
SD6080 (9.2%).dat,0.0,5.0,0,0,nan_lock,100,288.0,,,,1,0
SD6080 (9.2%).dat,2.0,5.0,1,1,,5,63.4,0.6104721843628514,0.005549444071701047,68.5880859967684,,
SD6080 (9.2%).dat,4.0,5.0,1,1,,10,106.2,0.8286057967627006,0.006365234115938657,67.6958870854958,,
SD6080 (9.2%).dat,6.0,5.0,0,0,transition_front_oscillation,100,463.8,,,,0,0
SD6080 (9.2%).dat,8.0,5.0,1,1,,33,266.8,1.2412460816592599,0.012076604963399564,71.66892939298863,,
SD6080 (9.2%).dat,-4.0,9.0,1,1,,18,164.2,-0.06501840060536412,0.007226568704792906,69.37208024855073,,
SD6080 (9.2%).dat,-2.0,9.0,1,1,,20,180.6,0.16236719267992739,0.00632886760299477,69.23011585010853,,
SD6080 (9.2%).dat,0.0,9.0,1,1,,22,182.6,0.3884809161158342,0.005275247934675597,68.74855559935486,,
SD6080 (9.2%).dat,2.0,9.0,1,1,,7,70.7,0.6126345425091557,0.0043180388096754905,66.358544806793,,
SD6080 (9.2%).dat,4.0,9.0,1,1,,6,66.8,0.8352217172230975,0.00538405104295661,67.09978073328124,,
SD6080 (9.2%).dat,6.0,9.0,1,1,,12,114.6,1.046349644965901,0.007947146523830596,68.83842667478915,,
SD6080 (9.2%).dat,8.0,9.0,0,0,transition_front_oscillation,100,461.6,,,,1,1
SPICA  11.73% smoothed.dat,-4.0,5.0,1,1,,41,379.0,0.019285710052035058,0.008020314025979717,69.34749679523755,,
SPICA  11.73% smoothed.dat,-2.0,5.0,1,1,,23,200.5,0.24236265828264195,0.007453634737536011,69.31606236432756,,
SPICA  11.73% smoothed.dat,0.0,5.0,1,1,,7,79.5,0.46575465510655784,0.007250555890161826,69.35756140189314,,
SPICA  11.73% smoothed.dat,2.0,5.0,1,1,,17,156.8,0.686605186332444,0.0074751639713346,69.56525224244162,,
SPICA  11.73% smoothed.dat,4.0,5.0,1,1,,6,67.2,0.9255019691729884,0.006762629651612849,68.34881319445546,,
SPICA  11.73% smoothed.dat,6.0,5.0,1,1,,6,67.7,1.1212144925207488,0.008040912403125903,69.65716910499563,,
SPICA  11.73% smoothed.dat,8.0,5.0,0,0,transition_front_oscillation,100,446.4,,,,1,1
SPICA  11.73% smoothed.dat,-4.0,9.0,1,1,,20,170.2,0.022715290947783778,0.008124150032345677,69.28622828276141,,
SPICA  11.73% smoothed.dat,-2.0,9.0,1,1,,22,187.9,0.24504350943730405,0.007402379087928481,69.25163487253509,,
SPICA  11.73% smoothed.dat,0.0,9.0,1,1,,22,181.8,0.46902759844722425,0.0070634992379802735,69.25404841313492,,
SPICA  11.73% smoothed.dat,2.0,9.0,1,1,,21,177.0,0.6811151584085933,0.005716065334300309,68.77743356821266,,
SPICA  11.73% smoothed.dat,4.0,9.0,1,1,,18,154.4,0.9376017884766662,0.0059968631883937805,67.86680990309394,,
SPICA  11.73% smoothed.dat,6.0,9.0,1,1,,22,181.3,1.1324399289890634,0.007301175604114104,69.1252190064339,,
SPICA  11.73% smoothed.dat,8.0,9.0,1,1,,10,92.2,1.3283551641517537,0.009003185931018386,70.91438591741087,,
USA 5 AIRFOIL.dat,-4.0,5.0,1,1,,6,84.2,-0.013779307421133634,0.008069754847102756,69.69071431045975,,
USA 5 AIRFOIL.dat,-2.0,5.0,0,0,transition_front_oscillation,100,489.7,,,,1,0
USA 5 AIRFOIL.dat,0.0,5.0,1,1,,9,101.6,0.40469525386812544,0.0070043403418102125,69.74506926137444,,
USA 5 AIRFOIL.dat,2.0,5.0,1,1,,33,303.0,0.6172622147462327,0.007449145469033639,69.93982686746659,,
USA 5 AIRFOIL.dat,4.0,5.0,1,1,,8,95.5,0.8764093247966265,0.006650411598001838,68.34735455472048,,
USA 5 AIRFOIL.dat,6.0,5.0,1,1,,15,146.7,1.06784209231177,0.010137285203949868,70.00416218140009,,
USA 5 AIRFOIL.dat,8.0,5.0,1,1,,6,72.6,1.246995184929553,0.012510240671238985,71.44279902315061,,
USA 5 AIRFOIL.dat,-4.0,9.0,1,1,,14,154.9,-0.000956360407870746,0.008107483554057592,69.44298918790115,,
USA 5 AIRFOIL.dat,-2.0,9.0,1,1,,8,92.3,0.20541654230559875,0.006378252105651071,69.26045070372942,,
USA 5 AIRFOIL.dat,0.0,9.0,1,1,,38,306.0,0.41329372154660826,0.006206997084134718,69.346570582265,,
USA 5 AIRFOIL.dat,2.0,9.0,1,1,,31,264.5,0.6216237843723998,0.0068912190000272825,69.70355210583703,,
USA 5 AIRFOIL.dat,4.0,9.0,1,1,,10,94.4,0.8973802655354809,0.00625180252955539,68.14423283476921,,
USA 5 AIRFOIL.dat,6.0,9.0,0,0,nan_lock,100,247.7,,,,1,1
USA 5 AIRFOIL.dat,8.0,9.0,1,1,,6,63.5,1.2442179302263938,0.012817682395984291,71.54815281812884,,
WORTMANN FX 63-137 AIRFOIL.dat,-4.0,5.0,1,1,,11,122.0,0.4527174162154944,0.007174351493988839,69.23698594589175,,
WORTMANN FX 63-137 AIRFOIL.dat,-2.0,5.0,1,1,,9,96.5,0.6939540282964264,0.0068473631784489045,69.53233729620908,,
WORTMANN FX 63-137 AIRFOIL.dat,0.0,5.0,1,1,,28,234.0,0.9365522532887722,0.006693557334670469,69.82121481050899,,
WORTMANN FX 63-137 AIRFOIL.dat,2.0,5.0,1,1,,29,243.0,1.159775623339078,0.007838756994187629,70.49722264124259,,
WORTMANN FX 63-137 AIRFOIL.dat,4.0,5.0,1,1,,30,241.6,1.3675968026182543,0.009901858715344542,71.94736099611976,,
WORTMANN FX 63-137 AIRFOIL.dat,6.0,5.0,0,0,transition_front_oscillation,100,441.8,,,,0,0
WORTMANN FX 63-137 AIRFOIL.dat,8.0,5.0,1,1,,52,403.6,1.6975769496197377,0.01666451617976146,78.9709382367933,,
WORTMANN FX 63-137 AIRFOIL.dat,-4.0,9.0,1,1,,11,116.7,0.45825761631825485,0.00686741680023336,69.05565577219703,,
WORTMANN FX 63-137 AIRFOIL.dat,-2.0,9.0,1,1,,52,400.5,0.7089960775734062,0.005840292184707855,69.24024036547303,,
WORTMANN FX 63-137 AIRFOIL.dat,0.0,9.0,1,1,,26,202.1,0.9457681301598174,0.0059980069422163424,69.44226513004773,,
WORTMANN FX 63-137 AIRFOIL.dat,2.0,9.0,1,1,,15,131.5,1.1714074113853135,0.006894303217813681,69.9650434668306,,
WORTMANN FX 63-137 AIRFOIL.dat,4.0,9.0,1,1,,35,284.4,1.3860340472639185,0.008459877415065969,71.03440271700163,,
WORTMANN FX 63-137 AIRFOIL.dat,6.0,9.0,1,1,,57,416.7,1.5824312698649234,0.01095700854687914,73.08557398080472,,
WORTMANN FX 63-137 AIRFOIL.dat,8.0,9.0,0,0,no_convergence,100,447.1,,,,1,1
